vehicleID,pickupLocation,dropoffLocation,pickupTime,dropoffTime
19147,"(114.099998, 22.543501000000003)","(114.1119, 22.538601)",2014-06-01 00:26:46+00:00,2014-06-01 00:34:27+00:00
19147,"(114.111397, 22.541598999999998)","(113.949799, 22.582898999999998)",2014-06-01 00:36:16+00:00,2014-06-01 01:02:03+00:00
19147,"(113.949402, 22.579598999999998)","(114.04070300000001, 22.609501)",2014-06-01 01:05:29+00:00,2014-06-01 01:26:08+00:00
19147,"(114.04740100000001, 22.594)","(114.07759899999999, 22.538798999999997)",2014-06-01 01:36:44+00:00,2014-06-01 01:51:03+00:00
19147,"(114.06770300000001, 22.558398999999998)","(114.0392, 22.5436)",2014-06-01 01:52:28+00:00,2014-06-01 02:02:27+00:00
19147,"(114.048401, 22.5389)","(114.092102, 22.5415)",2014-06-01 02:10:36+00:00,2014-06-01 02:16:07+00:00
19147,"(113.9104, 22.533898999999998)","(113.9114, 22.535299)",2014-06-01 05:44:22+00:00,2014-06-01 05:45:54+00:00
19147,"(113.919899, 22.5341)","(113.809601, 22.627501000000002)",2014-06-01 05:56:38+00:00,2014-06-01 06:17:10+00:00
19147,"(113.855301, 22.6199)","(113.807602, 22.626699)",2014-06-01 07:12:21+00:00,2014-06-01 07:24:38+00:00
19147,"(113.838799, 22.610901000000002)","(113.845802, 22.7726)",2014-06-01 07:39:14+00:00,2014-06-01 08:03:36+00:00
19147,"(113.8405, 22.739401)","(114.3004, 22.594101000000002)",2014-06-01 08:35:23+00:00,2014-06-01 10:10:52+00:00
19147,"(114.145401, 22.622801000000003)","(114.137199, 22.569201)",2014-06-01 12:11:06+00:00,2014-06-01 13:03:08+00:00
19147,"(114.137199, 22.5662)","(114.084801, 22.537201)",2014-06-01 13:05:33+00:00,2014-06-01 13:18:31+00:00
19147,"(114.08899699999999, 22.5375)","(114.1017, 22.5413)",2014-06-01 13:19:30+00:00,2014-06-01 13:22:25+00:00
19147,"(114.1017, 22.5413)","(114.118797, 22.5403)",2014-06-01 13:22:52+00:00,2014-06-01 13:29:40+00:00
19147,"(114.119102, 22.540001)","(114.114998, 22.5348)",2014-06-01 13:31:23+00:00,2014-06-01 13:46:01+00:00
19147,"(114.1138, 22.534401000000003)","(114.123901, 22.579201)",2014-06-01 13:56:44+00:00,2014-06-01 14:07:22+00:00
19147,"(114.11889599999999, 22.576798999999998)","(114.1045, 22.5704)",2014-06-01 14:10:19+00:00,2014-06-01 14:14:48+00:00
19147,"(114.099197, 22.566401000000003)","(114.056099, 22.5383)",2014-06-01 14:20:49+00:00,2014-06-01 14:37:39+00:00
19147,"(113.916801, 22.5389)","(113.873802, 22.587799)",2014-06-01 16:35:32+00:00,2014-06-01 16:48:51+00:00
19147,"(113.878899, 22.582898999999998)","(113.881203, 22.5686)",2014-06-01 16:55:58+00:00,2014-06-01 17:03:33+00:00
19147,"(113.8815, 22.5679)","(114.048698, 22.5667)",2014-06-01 17:06:47+00:00,2014-06-01 17:34:19+00:00
19147,"(114.014198, 22.5602)","(114.021301, 22.5394)",2014-06-01 17:40:46+00:00,2014-06-01 17:45:00+00:00
19147,"(114.014702, 22.5382)","(113.996902, 22.5294)",2014-06-01 17:46:23+00:00,2014-06-01 17:54:53+00:00
19147,"(113.970802, 22.539499)","(113.909401, 22.547501)",2014-06-01 18:28:54+00:00,2014-06-01 18:40:24+00:00
19147,"(113.90969799999999, 22.545099)","(113.910301, 22.5359)",2014-06-01 18:40:59+00:00,2014-06-01 18:43:45+00:00
19147,"(113.910301, 22.5355)","(113.9226, 22.5299)",2014-06-01 18:44:22+00:00,2014-06-01 18:51:58+00:00
19147,"(113.925598, 22.521)","(113.927803, 22.521)",2014-06-01 18:55:57+00:00,2014-06-01 18:58:52+00:00
19147,"(113.92759699999999, 22.5196)","(113.979897, 22.5362)",2014-06-01 19:00:24+00:00,2014-06-01 19:16:53+00:00
19147,"(113.981903, 22.5362)","(113.9785, 22.528299)",2014-06-01 19:17:18+00:00,2014-06-01 19:25:31+00:00
19147,"(113.986298, 22.5296)","(113.970398, 22.5397)",2014-06-01 19:39:40+00:00,2014-06-01 19:55:13+00:00
19147,"(113.968903, 22.540198999999998)","(113.962097, 22.559798999999998)",2014-06-01 19:56:03+00:00,2014-06-01 20:02:37+00:00
19147,"(113.96060200000001, 22.5571)","(113.926102, 22.5228)",2014-06-01 20:03:13+00:00,2014-06-01 20:14:45+00:00
19147,"(113.924797, 22.5219)","(113.924301, 22.5483)",2014-06-01 20:16:39+00:00,2014-06-01 20:23:57+00:00
19147,"(113.92759699999999, 22.5494)","(113.916496, 22.52)",2014-06-01 20:32:09+00:00,2014-06-01 20:38:05+00:00
19147,"(114.111198, 22.535801)","(114.1259, 22.542299)",2014-06-01 21:10:26+00:00,2014-06-01 21:18:54+00:00
19147,"(114.134499, 22.5469)","(114.007896, 22.534901)",2014-06-01 21:27:55+00:00,2014-06-01 21:58:10+00:00
19147,"(113.988297, 22.524798999999998)","(113.925797, 22.494801000000002)",2014-06-01 23:19:01+00:00,2014-06-01 23:34:43+00:00
19147,"(113.928802, 22.498199)","(113.943802, 22.5082)",2014-06-01 23:36:43+00:00,2014-06-01 23:52:32+00:00
19147,"(113.943497, 22.5082)","(113.943497, 22.5082)",2014-06-01 23:56:25+00:00,2014-06-02 00:05:05+00:00
1AA50,"(114.110603, 22.595301)","(114.117203, 22.5683)",2014-06-01 00:08:42+00:00,2014-06-01 00:13:21+00:00
1AA50,"(114.124199, 22.573798999999998)","(114.132896, 22.583799)",2014-06-01 00:14:27+00:00,2014-06-01 00:20:30+00:00
1AA50,"(114.131798, 22.587099)","(114.128799, 22.587298999999998)",2014-06-01 00:21:58+00:00,2014-06-01 00:26:31+00:00
1AA50,"(114.119698, 22.596398999999998)","(114.11799599999999, 22.568001000000002)",2014-06-01 00:30:49+00:00,2014-06-01 00:56:16+00:00
1AA50,"(114.128799, 22.576999999999998)","(114.137398, 22.575398999999997)",2014-06-01 01:00:02+00:00,2014-06-01 01:05:06+00:00
1AA50,"(114.1203, 22.5965)","(114.130501, 22.6)",2014-06-01 01:13:20+00:00,2014-06-01 01:18:25+00:00
1AA50,"(114.137901, 22.6043)","(114.144997, 22.609699)",2014-06-01 01:20:44+00:00,2014-06-01 01:25:32+00:00
1AA50,"(114.15100100000001, 22.617001000000002)","(114.300301, 22.594101000000002)",2014-06-01 01:32:17+00:00,2014-06-01 02:21:07+00:00
1AA50,"(114.3004, 22.5938)","(114.31390400000001, 22.6019)",2014-06-01 02:23:20+00:00,2014-06-01 02:30:17+00:00
1AA50,"(114.106102, 22.5903)","(114.023697, 22.5949)",2014-06-01 05:59:59+00:00,2014-06-01 06:15:16+00:00
1AA50,"(114.0299, 22.6112)","(114.032997, 22.603901)",2014-06-01 06:21:02+00:00,2014-06-01 06:25:03+00:00
1AA50,"(114.062698, 22.614901)","(114.067902, 22.5469)",2014-06-01 06:45:35+00:00,2014-06-01 07:00:12+00:00
1AA50,"(114.077301, 22.5383)","(114.082001, 22.535801)",2014-06-01 07:11:10+00:00,2014-06-01 07:14:46+00:00
1AA50,"(114.086502, 22.552999)","(114.104301, 22.573099)",2014-06-01 07:21:54+00:00,2014-06-01 07:28:48+00:00
1AA50,"(114.121101, 22.571301000000002)","(114.087502, 22.566601000000002)",2014-06-01 07:36:09+00:00,2014-06-01 07:41:53+00:00
1AA50,"(114.078201, 22.554199)","(114.044296, 22.550301)",2014-06-01 07:43:45+00:00,2014-06-01 07:58:16+00:00
1AA50,"(114.036102, 22.565201000000002)","(114.033401, 22.5667)",2014-06-01 08:19:17+00:00,2014-06-01 08:28:23+00:00
1AA50,"(114.03070100000001, 22.558001)","(114.059898, 22.566999)",2014-06-01 08:34:48+00:00,2014-06-01 08:40:55+00:00
1AA50,"(114.086601, 22.565901)","(114.095802, 22.580099)",2014-06-01 08:54:05+00:00,2014-06-01 09:03:36+00:00
1AA50,"(114.09380300000001, 22.580799)","(114.099197, 22.5795)",2014-06-01 09:07:30+00:00,2014-06-01 09:12:59+00:00
1AA50,"(114.09320100000001, 22.5704)","(114.099098, 22.5795)",2014-06-01 09:16:28+00:00,2014-06-01 09:20:00+00:00
1AA50,"(114.095901, 22.5802)","(114.117302, 22.5765)",2014-06-01 09:24:37+00:00,2014-06-01 09:32:37+00:00
1AA50,"(114.101601, 22.582701)","(114.108299, 22.598499)",2014-06-01 10:58:18+00:00,2014-06-01 11:14:15+00:00
1AA50,"(113.88799999999999, 22.589001)","(114.02559699999999, 22.5975)",2014-06-01 12:15:11+00:00,2014-06-01 12:45:08+00:00
1AA50,"(114.029503, 22.608)","(114.0298, 22.6085)",2014-06-01 12:53:30+00:00,2014-06-01 12:56:30+00:00
1AA50,"(114.026802, 22.6129)","(114.027702, 22.611401)",2014-06-01 13:05:37+00:00,2014-06-01 13:11:49+00:00
1AA50,"(113.981903, 22.5527)","(113.978302, 22.547199)",2014-06-01 13:39:21+00:00,2014-06-01 13:42:16+00:00
1AA50,"(113.973297, 22.5408)","(113.905602, 22.5494)",2014-06-01 13:46:25+00:00,2014-06-01 14:02:52+00:00
1AA50,"(113.904701, 22.535299)","(113.907097, 22.531401000000002)",2014-06-01 14:04:57+00:00,2014-06-01 14:07:54+00:00
1AA50,"(113.90969799999999, 22.5313)","(113.92890200000001, 22.524401)",2014-06-01 14:08:43+00:00,2014-06-01 14:17:40+00:00
1AA50,"(113.92890200000001, 22.524401)","(113.931099, 22.503099)",2014-06-01 14:18:18+00:00,2014-06-01 14:28:52+00:00
1AA50,"(113.927498, 22.512501)","(113.986801, 22.692498999999998)",2014-06-01 14:35:00+00:00,2014-06-01 15:24:41+00:00
1AA50,"(114.104202, 22.5805)","(114.061203, 22.5193)",2014-06-01 17:23:32+00:00,2014-06-01 17:45:52+00:00
1AA50,"(114.057602, 22.517599)","(114.10189799999999, 22.542101000000002)",2014-06-01 17:47:11+00:00,2014-06-01 18:06:59+00:00
1AA50,"(114.10189799999999, 22.542101000000002)","(114.155403, 22.559299)",2014-06-01 18:07:35+00:00,2014-06-01 18:24:42+00:00
1AA50,"(114.16439799999999, 22.566799)","(114.124496, 22.576999999999998)",2014-06-01 18:34:04+00:00,2014-06-01 18:50:43+00:00
1AA50,"(114.11509699999999, 22.580299)","(114.132103, 22.5763)",2014-06-01 18:51:57+00:00,2014-06-01 19:01:02+00:00
1AA50,"(114.1343, 22.572901)","(114.134804, 22.5707)",2014-06-01 19:03:44+00:00,2014-06-01 19:09:16+00:00
1AA50,"(114.134804, 22.5707)","(114.1362, 22.549298999999998)",2014-06-01 19:09:50+00:00,2014-06-01 19:36:34+00:00
1AA50,"(114.140297, 22.554899)","(114.1185, 22.5401)",2014-06-01 19:39:35+00:00,2014-06-01 19:47:16+00:00
1AA50,"(114.115997, 22.539101000000002)","(114.077698, 22.5333)",2014-06-01 19:48:06+00:00,2014-06-01 19:54:33+00:00
1AA50,"(114.107697, 22.572901)","(114.110001, 22.5455)",2014-06-01 21:17:52+00:00,2014-06-01 21:27:30+00:00
1AA50,"(114.11039699999999, 22.5424)","(114.122803, 22.5488)",2014-06-01 21:28:30+00:00,2014-06-01 21:38:03+00:00
1AA50,"(114.122704, 22.5495)","(114.105103, 22.5497)",2014-06-01 21:39:23+00:00,2014-06-01 21:52:42+00:00
1AA50,"(114.105103, 22.5497)","(114.09929699999999, 22.561899)",2014-06-01 21:53:04+00:00,2014-06-01 22:09:52+00:00
1AA50,"(114.0951, 22.569401)","(114.080399, 22.557199)",2014-06-01 22:12:47+00:00,2014-06-01 22:17:57+00:00
1AA50,"(114.080704, 22.558201)","(114.10990100000001, 22.551701)",2014-06-01 22:24:17+00:00,2014-06-01 22:31:37+00:00
1AA50,"(114.11219799999999, 22.542101000000002)","(114.118202, 22.553101)",2014-06-01 22:33:09+00:00,2014-06-01 22:42:00+00:00
1AA50,"(114.119102, 22.5543)","(114.118103, 22.552601)",2014-06-01 22:42:37+00:00,2014-06-01 22:48:29+00:00
1AA50,"(114.115601, 22.5564)","(114.117302, 22.547001)",2014-06-01 22:54:58+00:00,2014-06-01 23:05:40+00:00
1AA50,"(114.119102, 22.542801)","(114.009598, 22.5541)",2014-06-01 23:08:05+00:00,2014-06-01 23:32:00+00:00
1AA50,"(114.003899, 22.5548)","(114.0448, 22.5312)",2014-06-01 23:34:39+00:00,2014-06-01 23:45:43+00:00
1AA50,"(114.044701, 22.5326)","(114.042099, 22.5425)",2014-06-01 23:53:21+00:00,2014-06-02 00:16:00+00:00
1AE40,"(114.009201, 22.536699)","(113.9188, 22.527201)",2014-06-01 00:11:23+00:00,2014-06-01 00:28:03+00:00
1AE40,"(113.915001, 22.526999999999997)","(113.932602, 22.523198999999998)",2014-06-01 00:35:39+00:00,2014-06-01 00:39:26+00:00
1AE40,"(113.933601, 22.5208)","(113.930298, 22.527901)",2014-06-01 00:41:18+00:00,2014-06-01 00:44:14+00:00
1AE40,"(113.963303, 22.5418)","(114.115997, 22.5427)",2014-06-01 00:53:54+00:00,2014-06-01 01:17:20+00:00
1AE40,"(114.131897, 22.545099)","(114.131203, 22.548901)",2014-06-01 01:25:03+00:00,2014-06-01 01:28:13+00:00
1AE40,"(114.125999, 22.545)","(114.1166, 22.5429)",2014-06-01 01:32:19+00:00,2014-06-01 01:42:26+00:00
1AE40,"(114.103996, 22.5525)","(114.09940300000001, 22.5476)",2014-06-01 01:49:48+00:00,2014-06-01 01:51:00+00:00
1AE40,"(114.111198, 22.541901)","(114.079102, 22.5355)",2014-06-01 01:58:51+00:00,2014-06-01 02:09:07+00:00
1AE40,"(114.06109599999999, 22.5355)","(114.0728, 22.5359)",2014-06-01 02:28:53+00:00,2014-06-01 02:33:21+00:00
1AE40,"(114.07579799999999, 22.5343)","(114.097801, 22.5693)",2014-06-01 02:34:20+00:00,2014-06-01 02:50:42+00:00
1AE40,"(114.107597, 22.570601)","(114.110603, 22.5476)",2014-06-01 02:55:35+00:00,2014-06-01 03:04:32+00:00
1AE40,"(114.108002, 22.5375)","(114.095901, 22.540198999999998)",2014-06-01 03:08:07+00:00,2014-06-01 03:09:48+00:00
1AE40,"(114.0951, 22.5413)","(114.081703, 22.537399)",2014-06-01 03:10:27+00:00,2014-06-01 03:18:10+00:00
1AE40,"(114.0252, 22.527901)","(114.043503, 22.514298999999998)",2014-06-01 05:58:17+00:00,2014-06-01 06:09:46+00:00
1AE40,"(114.0252, 22.5268)","(114.096397, 22.538099)",2014-06-01 06:41:37+00:00,2014-06-01 06:56:18+00:00
1AE40,"(114.11219799999999, 22.538)","(114.1222, 22.5448)",2014-06-01 06:57:25+00:00,2014-06-01 07:02:46+00:00
1AE40,"(114.124702, 22.563999)","(114.11799599999999, 22.543699)",2014-06-01 07:17:31+00:00,2014-06-01 07:26:45+00:00
1AE40,"(114.119904, 22.5418)","(114.108704, 22.5399)",2014-06-01 07:27:13+00:00,2014-06-01 07:32:16+00:00
1AE40,"(114.1064, 22.546301)","(114.091301, 22.5417)",2014-06-01 07:35:57+00:00,2014-06-01 07:44:41+00:00
1AE40,"(114.073898, 22.5355)","(114.077499, 22.5373)",2014-06-01 08:11:25+00:00,2014-06-01 08:14:59+00:00
1AE40,"(114.02799999999999, 22.5228)","(114.044403, 22.549601000000003)",2014-06-01 08:37:58+00:00,2014-06-01 08:52:53+00:00
1AE40,"(114.0578, 22.5376)","(114.075203, 22.5401)",2014-06-01 10:10:03+00:00,2014-06-01 10:22:36+00:00
1AE40,"(114.071899, 22.538)","(114.057899, 22.537201)",2014-06-01 10:23:13+00:00,2014-06-01 10:33:30+00:00
1AE40,"(114.060097, 22.5375)","(114.077301, 22.5368)",2014-06-01 10:43:21+00:00,2014-06-01 10:50:05+00:00
1AE40,"(114.091003, 22.5471)","(114.0914, 22.5417)",2014-06-01 11:06:14+00:00,2014-06-01 11:08:20+00:00
1AE40,"(114.07510400000001, 22.541598999999998)","(114.076202, 22.534901)",2014-06-01 11:15:41+00:00,2014-06-01 11:20:43+00:00
1AE40,"(114.078796, 22.542801)","(114.077499, 22.538099)",2014-06-01 11:27:26+00:00,2014-06-01 11:32:02+00:00
1AE40,"(114.0774, 22.536699)","(114.098396, 22.5434)",2014-06-01 11:32:51+00:00,2014-06-01 11:46:47+00:00
1AE40,"(114.104202, 22.544201)","(114.1381, 22.5868)",2014-06-01 11:47:13+00:00,2014-06-01 12:23:00+00:00
1AE40,"(114.13760400000001, 22.5875)","(114.136703, 22.582001)",2014-06-01 12:24:28+00:00,2014-06-01 12:31:33+00:00
1AE40,"(114.134598, 22.5844)","(114.079002, 22.540701000000002)",2014-06-01 12:32:39+00:00,2014-06-01 12:56:02+00:00
1AE40,"(114.0784, 22.5403)","(114.097099, 22.538099)",2014-06-01 12:58:14+00:00,2014-06-01 13:08:32+00:00
1AE40,"(114.102402, 22.538)","(114.105301, 22.5658)",2014-06-01 13:08:58+00:00,2014-06-01 13:31:17+00:00
1AE40,"(114.107697, 22.5676)","(114.0215, 22.532301)",2014-06-01 13:32:33+00:00,2014-06-01 13:53:21+00:00
1AE40,"(113.996498, 22.5292)","(113.987801, 22.527201)",2014-06-01 13:57:07+00:00,2014-06-01 14:05:20+00:00
1AE40,"(113.992699, 22.530898999999998)","(113.942902, 22.5432)",2014-06-01 14:17:11+00:00,2014-06-01 14:38:16+00:00
1AE40,"(113.963799, 22.5417)","(114.054001, 22.542101000000002)",2014-06-01 14:54:51+00:00,2014-06-01 15:09:49+00:00
1AE40,"(114.068901, 22.5431)","(114.08429699999999, 22.5457)",2014-06-01 15:10:22+00:00,2014-06-01 15:19:23+00:00
1AE40,"(114.074097, 22.5431)","(114.051804, 22.525801)",2014-06-01 15:20:58+00:00,2014-06-01 15:33:04+00:00
1AE40,"(114.055901, 22.539301000000002)","(114.031898, 22.5431)",2014-06-01 16:00:55+00:00,2014-06-01 16:13:17+00:00
1AE40,"(114.02649699999999, 22.525499)","(114.018204, 22.5516)",2014-06-01 18:30:01+00:00,2014-06-01 18:49:30+00:00
1AE40,"(114.00990300000001, 22.558201)","(113.994499, 22.545)",2014-06-01 18:53:11+00:00,2014-06-01 19:02:12+00:00
1AE40,"(113.98670200000001, 22.544901)","(113.986801, 22.5564)",2014-06-01 19:03:43+00:00,2014-06-01 19:08:11+00:00
1AE40,"(113.978897, 22.5651)","(113.973396, 22.5443)",2014-06-01 19:16:26+00:00,2014-06-01 20:00:14+00:00
1AE40,"(113.973396, 22.5438)","(113.973701, 22.540899)",2014-06-01 20:03:28+00:00,2014-06-01 20:09:20+00:00
1AE40,"(113.97640200000001, 22.541)","(114.011803, 22.530199)",2014-06-01 20:10:27+00:00,2014-06-01 20:25:40+00:00
1AE40,"(114.0205, 22.5322)","(114.1306, 22.5791)",2014-06-01 20:27:09+00:00,2014-06-01 20:57:57+00:00
1AE40,"(114.100899, 22.5816)","(114.006203, 22.536699)",2014-06-01 21:53:26+00:00,2014-06-01 22:23:12+00:00
1AE40,"(114.003998, 22.5364)","(114.039299, 22.6185)",2014-06-01 22:24:16+00:00,2014-06-01 22:53:41+00:00
1AE40,"(114.048203, 22.622298999999998)","(114.0383, 22.603201000000002)",2014-06-01 23:03:58+00:00,2014-06-01 23:10:59+00:00
1AE40,"(114.067299, 22.573601)","(114.075699, 22.5341)",2014-06-01 23:25:26+00:00,2014-06-01 23:35:18+00:00
1AE40,"(114.070801, 22.5427)","(114.0774, 22.5383)",2014-06-01 23:36:51+00:00,2014-06-01 23:39:42+00:00
1AE40,"(114.078796, 22.5389)","(114.117104, 22.5394)",2014-06-01 23:40:26+00:00,2014-06-01 23:47:16+00:00
1AE40,"(114.121101, 22.5413)","(114.140701, 22.5623)",2014-06-01 23:49:05+00:00,2014-06-02 00:02:49+00:00
1AE42,"(114.067802, 22.5492)","(114.0513, 22.5513)",2014-06-01 00:09:10+00:00,2014-06-01 00:14:44+00:00
1AE42,"(114.0439, 22.550698999999998)","(114.141502, 22.609301000000002)",2014-06-01 00:16:03+00:00,2014-06-01 00:37:20+00:00
1AE42,"(114.148804, 22.6087)","(114.158997, 22.5616)",2014-06-01 00:39:37+00:00,2014-06-01 00:54:10+00:00
1AE42,"(114.177399, 22.5604)","(114.1511, 22.555)",2014-06-01 00:58:58+00:00,2014-06-01 01:03:02+00:00
1AE42,"(114.125999, 22.5448)","(114.051804, 22.5317)",2014-06-01 01:12:40+00:00,2014-06-01 01:21:52+00:00
1AE42,"(114.047798, 22.5329)","(114.1287, 22.579598999999998)",2014-06-01 01:22:48+00:00,2014-06-01 01:46:44+00:00
1AE42,"(114.123398, 22.5793)","(114.127998, 22.5748)",2014-06-01 01:49:19+00:00,2014-06-01 01:52:55+00:00
1AE42,"(114.125, 22.559299)","(114.0914, 22.543501000000003)",2014-06-01 02:00:59+00:00,2014-06-01 02:09:37+00:00
1AE42,"(114.084099, 22.5488)","(114.039597, 22.5226)",2014-06-01 02:18:58+00:00,2014-06-01 02:31:20+00:00
1AE42,"(114.03890200000001, 22.5245)","(114.020699, 22.539301000000002)",2014-06-01 02:35:16+00:00,2014-06-01 02:40:22+00:00
1AE42,"(114.01349599999999, 22.539)","(114.01149699999999, 22.5343)",2014-06-01 02:45:06+00:00,2014-06-01 02:47:07+00:00
1AE42,"(114.0355, 22.541201)","(114.044403, 22.5259)",2014-06-01 04:15:28+00:00,2014-06-01 04:20:16+00:00
1AE42,"(114.058701, 22.5249)","(114.11799599999999, 22.543301)",2014-06-01 04:29:06+00:00,2014-06-01 04:40:19+00:00
1AE42,"(114.11799599999999, 22.5413)","(114.1166, 22.547701)",2014-06-01 04:44:00+00:00,2014-06-01 04:51:10+00:00
1AE42,"(114.116501, 22.5429)","(113.811897, 22.622498999999998)",2014-06-01 04:58:49+00:00,2014-06-01 05:30:20+00:00
1AE42,"(114.0504, 22.5289)","(113.914902, 22.696501)",2014-06-01 07:59:49+00:00,2014-06-01 08:44:41+00:00
1AE42,"(113.914902, 22.6528)","(113.899803, 22.566098999999998)",2014-06-01 09:06:10+00:00,2014-06-01 09:23:10+00:00
1AE42,"(113.905098, 22.5553)","(113.9198, 22.535601)",2014-06-01 09:39:49+00:00,2014-06-01 09:47:35+00:00
1AE42,"(113.919899, 22.5341)","(113.945297, 22.5233)",2014-06-01 09:50:39+00:00,2014-06-01 09:58:34+00:00
1AE42,"(113.941597, 22.5271)","(113.947998, 22.5166)",2014-06-01 11:02:15+00:00,2014-06-01 11:08:21+00:00
1AE42,"(113.944801, 22.506901)","(113.871803, 22.5872)",2014-06-01 11:11:16+00:00,2014-06-01 11:36:01+00:00
1AE42,"(113.895798, 22.5634)","(113.915001, 22.538798999999997)",2014-06-01 11:46:29+00:00,2014-06-01 11:54:16+00:00
1AE42,"(113.91660300000001, 22.5362)","(113.919197, 22.5079)",2014-06-01 11:58:19+00:00,2014-06-01 12:28:43+00:00
1AE42,"(113.913498, 22.511999)","(113.899002, 22.5723)",2014-06-01 12:30:27+00:00,2014-06-01 12:47:37+00:00
1AE42,"(113.895798, 22.5783)","(113.899002, 22.572201)",2014-06-01 12:51:25+00:00,2014-06-01 12:56:00+00:00
1AE42,"(113.8993, 22.566601000000002)","(113.887001, 22.5618)",2014-06-01 13:11:30+00:00,2014-06-01 13:19:12+00:00
1AE42,"(113.883904, 22.564501)","(113.916, 22.501101000000002)",2014-06-01 13:25:06+00:00,2014-06-01 13:43:08+00:00
1AE42,"(113.91390200000001, 22.497)","(113.907303, 22.4821)",2014-06-01 13:47:38+00:00,2014-06-01 13:53:01+00:00
1AE42,"(113.910202, 22.4874)","(113.921898, 22.4877)",2014-06-01 14:00:50+00:00,2014-06-01 14:06:38+00:00
1AE42,"(113.925201, 22.487801)","(114.01299999999999, 22.5299)",2014-06-01 14:11:29+00:00,2014-06-01 14:29:23+00:00
1AE42,"(114.016899, 22.534000000000002)","(114.067802, 22.528601000000002)",2014-06-01 14:31:46+00:00,2014-06-01 14:43:14+00:00
1AE42,"(114.06819899999999, 22.523899)","(114.069099, 22.541901)",2014-06-01 14:50:24+00:00,2014-06-01 14:54:27+00:00
1AE42,"(114.077797, 22.542999)","(114.087997, 22.546801000000002)",2014-06-01 14:55:24+00:00,2014-06-01 15:00:49+00:00
1AE42,"(114.08429699999999, 22.5492)","(114.028801, 22.6085)",2014-06-01 15:03:04+00:00,2014-06-01 15:20:29+00:00
1AE42,"(114.026604, 22.612101000000003)","(114.058899, 22.5159)",2014-06-01 15:23:37+00:00,2014-06-01 15:47:56+00:00
1AE42,"(114.062798, 22.517599)","(114.113701, 22.5459)",2014-06-01 15:49:43+00:00,2014-06-01 16:13:07+00:00
1AE42,"(114.124802, 22.558901000000002)","(114.116997, 22.5471)",2014-06-01 16:14:39+00:00,2014-06-01 16:23:52+00:00
1AE42,"(114.117302, 22.543501000000003)","(114.11509699999999, 22.535)",2014-06-01 16:25:57+00:00,2014-06-01 16:34:55+00:00
1AE42,"(114.0084, 22.5362)","(114.029297, 22.5303)",2014-06-01 18:23:31+00:00,2014-06-01 18:28:35+00:00
1AE42,"(114.0653, 22.531401000000002)","(114.068001, 22.531401000000002)",2014-06-01 18:45:47+00:00,2014-06-01 18:55:08+00:00
1AE42,"(114.068001, 22.531401000000002)","(114.066704, 22.526699)",2014-06-01 18:55:33+00:00,2014-06-01 18:57:48+00:00
1AE42,"(114.07869699999999, 22.5413)","(114.033897, 22.5415)",2014-06-01 19:11:18+00:00,2014-06-01 19:20:53+00:00
1AE42,"(114.006401, 22.5343)","(114.020302, 22.5322)",2014-06-01 19:34:40+00:00,2014-06-01 19:39:53+00:00
1AE42,"(114.043297, 22.527599)","(114.11689799999999, 22.5478)",2014-06-01 19:49:51+00:00,2014-06-01 20:04:43+00:00
1AE42,"(114.11930100000001, 22.5543)","(114.126198, 22.549101)",2014-06-01 20:08:33+00:00,2014-06-01 20:14:20+00:00
1AE42,"(114.128899, 22.544001)","(114.1045, 22.552099)",2014-06-01 20:16:21+00:00,2014-06-01 20:27:39+00:00
1AE42,"(114.1045, 22.552099)","(114.054199, 22.566601000000002)",2014-06-01 20:28:14+00:00,2014-06-01 20:42:27+00:00
1AE42,"(114.0541, 22.5707)","(114.085403, 22.569098999999998)",2014-06-01 20:45:29+00:00,2014-06-01 20:54:00+00:00
1AE42,"(114.08719599999999, 22.5667)","(114.106102, 22.573999)",2014-06-01 20:54:25+00:00,2014-06-01 21:02:14+00:00
1AE42,"(114.130501, 22.5793)","(114.115402, 22.5546)",2014-06-01 21:04:29+00:00,2014-06-01 21:12:40+00:00
1AE42,"(114.120399, 22.559601)","(114.109703, 22.5415)",2014-06-01 21:15:28+00:00,2014-06-01 21:22:16+00:00
1AE42,"(114.105797, 22.541201)","(114.00810200000001, 22.537201)",2014-06-01 21:22:56+00:00,2014-06-01 21:41:08+00:00
1AE42,"(114.007797, 22.5347)","(114.007797, 22.5347)",2014-06-01 21:55:32+00:00,2014-06-01 21:56:33+00:00
1AE42,"(114.007797, 22.5347)","(114.044899, 22.5674)",2014-06-01 22:52:20+00:00,2014-06-01 23:05:05+00:00
1AE42,"(114.0522, 22.567101)","(113.992104, 22.544001)",2014-06-01 23:06:44+00:00,2014-06-01 23:17:20+00:00
1AE42,"(113.992104, 22.544001)","(113.959999, 22.5439)",2014-06-01 23:18:25+00:00,2014-06-01 23:25:55+00:00
1AE42,"(113.96309699999999, 22.541901)","(114.0177, 22.5277)",2014-06-01 23:35:04+00:00,2014-06-01 23:43:42+00:00
1AH49,"(114.1548, 22.6126)","(114.068298, 22.5236)",2014-06-01 00:11:50+00:00,2014-06-01 00:41:15+00:00
1AH49,"(114.076698, 22.531799)","(114.125702, 22.548401000000002)",2014-06-01 00:50:15+00:00,2014-06-01 01:00:45+00:00
1AH49,"(114.114403, 22.5462)","(114.1007, 22.541201)",2014-06-01 01:02:35+00:00,2014-06-01 01:09:04+00:00
